"Student";"SelfPerf";"stud_diff_prof_no_perf";"stud_diff_prof_perf";"Professor";"prof_no_perf";"prof_perf";"harmonic_mean";"Subject";"sub_no_perf";"sub_perf";"stud_diff_subj_no_perf";"stud_diff_subj_perf";"C_12";"C_13";"C_14";"C_15";"C_16";"C_17";"C_18";"C_19";"C_20";"C_21";"C_22";"C_23";"C_24";"C_25";"C_26";"C_27";"C_28";"C_29";"C_30";"C_31";"C_32";"C_33";"C_34";"C_35";"C_36_Strength";"c37_Weaknesses";"student_sex";"Id_Fingerprint";"Id_Carrer";"Number_Enrollment";"Number_Repetition";"Number_Lost";"Id_Course";"Group";"Shared";"professor_sex";"Vinculacion";"Fecha_Ingreso";"professor_cat";"professor_dedic";"Professor_Dept"
651;5;1,99;2,35;74;0,62;0,34;"3,495";89;0,30;-0,08;0,79;1,50;4;3;1;2;3;3;4;4;4;2;1;4;2;4;4;3;1;3;3;4;2;2;2;3;"EXPERIENCIA";"ORGANIZACION DE LOS TEMAS";1;2367;67;2;1;0;526;1;0;0;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"T C";"FISICA"
652;5;-1,22;-0,89;74;0,62;0,34;"3,495";89;0,30;-0,08;-0,58;0,12;4;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;2;2;4;4;"AMOR POR LA DOCENCIA Y LA COMBINA CON SU GRAN TRAYECTORIA PROFESIONAL QUE PERMITE CONOCER NO SOLO TEORICAMENTE SINO DESDE LA PRACTICA";"NO SE CUMPLE EL PROGRAMA EN SU TOTALIDAD";1;2367;67;2;1;0;526;1;0;0;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"T C";"FISICA"
653;5;-1,29;-0,94;74;0,62;0,34;"3,495";89;0,30;-0,08;-0,55;0,14;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;2;1;4;4;"EL CONOCIMIENTO CLARO, DOMINIO DEL TEMA. SU COMPORTAMIENTO ETICO E IMPARCIALIDADES";;1;2367;67;2;1;0;526;1;0;0;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"T C";"FISICA"
654;4;-1,17;-1,33;74;0,62;0,34;"3,495";89;0,30;-0,08;-1,78;-1,81;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;3;3;3;2;2;4;4;"CLARIDAD EN LOS OBJETIVOS DEL CURSO, PROGRAMA Y PARAMETROS DELA ASIGNATURA. DISPOSICI[ON Y APOYO A LOS ESTUDIANTE";;1;2368;67;3;1;0;526;1;0;0;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"T C";"FISICA"
655;4;1,12;1,00;88;-1,73;-1,84;"2,482";94;-0,85;-1,06;-2,41;-2,40;2;2;2;2;3;2;3;4;4;4;1;1;2;;3;3;3;3;3;3;2;2;2;4;;;0;376;32;8;1;0;556;1;0;0;"PLANTA";"19/1/2005 0:00:00";"ASOCIADO";"T C";"FISICA"
656;4;0,50;0,38;88;-1,73;-1,84;"2,482";94;-0,85;-1,06;2,99;2,72;3;2;3;3;3;3;2;2;2;2;2;2;2;3;3;3;2;3;3;3;2;2;2;2;"LA FORMA DE EVALUAR AL DOCENTE ES COMPLICADA PORQUE HUBO VARIOS PROFESORES";"VARIOS PROFESORES, TEMAS REPETIDOS";1;2366;67;2;1;0;556;1;0;0;"PLANTA";"19/1/2005 0:00:00";"ASOCIADO";"T C";"FISICA"
657;4;0,16;0,04;88;-1,73;-1,84;"2,482";94;-0,85;-1,06;0,14;-0,04;4;3;3;3;3;2;4;3;4;3;3;2;2;2;3;2;2;3;3;4;2;1;3;3;"EFICAZ";"AUTORITARIA";1;2366;67;2;1;0;556;1;0;0;"PLANTA";"19/1/2005 0:00:00";"ASOCIADO";"T C";"FISICA"
658;4;-0,24;-0,36;88;-1,73;-1,84;"2,482";94;-0,85;-1,06;1,33;1,11;4;4;2;4;3;2;3;3;4;2;3;2;3;2;4;3;1;2;3;4;2;1;3;2;"LA ASIGNATURA FUE POR MODULOS ALGUNOS FUERON EXCELENTES Y OTROS REGULARES. EN LOS BUENOS LA PREPARACION Y LA EXPERIENCIA DEL DOCENTE";"SE NOTO EN ALGUNOS CASOS IMPROVISACION";1;2366;67;2;1;0;556;1;0;0;"PLANTA";"19/1/2005 0:00:00";"ASOCIADO";"T C";"FISICA"
659;5;0,46;1,01;88;-1,73;-1,84;"2,482";94;-0,85;-1,06;-0,55;0,35;2;3;3;3;3;3;4;4;4;3;1;2;2;2;4;2;3;4;4;4;2;2;2;3;"LAS CLASES FUERON POR MODULOS";;1;2367;67;2;1;0;556;1;0;0;"PLANTA";"19/1/2005 0:00:00";"ASOCIADO";"T C";"FISICA"
660;4;0,46;0,35;88;-1,73;-1,84;"2,482";94;-0,85;-1,06;1,49;1,27;2;4;3;2;2;2;3;1;3;3;1;1;3;3;3;3;3;3;3;3;1;1;3;3;;;1;2368;67;3;1;0;556;1;0;0;"PLANTA";"19/1/2005 0:00:00";"ASOCIADO";"T C";"FISICA"
661;5;-0,16;0,06;28;0,13;-0,31;"3,173";106;1,07;0,60;-1,40;-0,84;4;4;4;4;4;4;3;4;4;4;1;4;4;4;1;1;4;4;4;4;2;2;4;4;"EL DOCENTE SE ESFUERZA EN PREPARAR BIEN LAS CLASES";"TIEMPO DE CLASE ESCAZO";1;1201;16;4;1;0;583;1;0;1;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
662;5;-0,71;-0,46;28;0,13;-0,31;"3,173";106;1,07;0,60;-0,04;0,59;4;4;4;4;3;4;4;3;4;4;1;3;4;4;4;4;4;2;3;4;2;1;4;4;"SU COMPROMISO Y DEDICACION AL ENSEÑAR";"ALGUNAS VECES SERIA UTIL EL USO DE EJEMPLOS";1;1505;32;8;1;0;583;1;0;1;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
663;5;0,76;1,00;28;0,13;-0,31;"3,173";106;1,07;0,60;-1,41;-0,84;4;4;4;3;4;4;3;4;4;4;1;3;2;4;2;2;3;3;3;4;2;1;4;4;"INTERES DEL DOCENTE, LA ASIGNATURA CUBRE UN AREA EXTENSA Y COMPLETA";"EL DOCENTE ALGUNAS VECES HACE SALTOS LOGICOS MUY ABRUPTOS. LA ASIGNATURA DEBERIA TENER OTRO HORARIO";1;1509;32;9;1;0;583;1;0;1;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
664;5;-0,39;-0,15;28;0,13;-0,31;"3,173";106;1,07;0,60;-0,03;0,55;4;4;4;4;3;4;4;3;4;4;2;4;4;4;3;2;4;1;2;3;2;1;4;4;"AL SER UNA MATERIA DE MAESTRIA EXIGE DISCIPLINA Y COMPROMISO POR PARTE DEL ESTUDIANTE Y PROFESOR DESTACANDO EL INTERES DEL DOCENTE EN EL APRENDIZAJE";"EL HORARIO DE CLASE NO ES MUY ADECUADO Y SE EXTIENDE DEMASIADO";1;1509;32;9;1;0;583;1;0;1;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
665;5;-0,60;-0,37;28;0,13;-0,31;"3,173";106;1,07;0,60;-1,40;-0,86;4;4;4;4;4;4;3;4;4;4;1;4;4;4;1;4;4;4;3;4;2;1;4;4;"RIGUROSIDAD AL EXPLICAR EL CONTENIDO. ORDENADO AL PREPARAR LOS TEMAS. UNA INTRODUCCION APROPIADA A TEMAS AVANZADOS.";"SE DEBERIA PREPARAR MAS EJEMPLOS PARA CADA UNO DE LOS TEMAS.";1;1509;32;9;1;0;583;1;0;1;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
666;3;1,02;0,20;28;0,13;-0,31;"3,173";106;1,07;0,60;0,86;-0,16;4;4;4;4;3;4;3;4;4;3;3;3;2;2;2;2;3;3;3;3;2;2;3;3;"YO DESTACO LA MOTIVACION DEL PROFESOR, PARA IMPARTIR CLASE. ME GUSTA QUE EL PROFESOR NOS SUMERJA EN TEMAS AVANZADOS. EL RITMO ES BUENO.";"MAS ORDEN";1;2301;60;1;1;0;583;1;0;1;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
667;5;-0,41;0,13;121;-0,75;-0,87;"2,51";117;-0,22;-0,42;-0,89;-0,06;4;4;4;4;3;4;4;3;4;4;3;3;4;3;1;2;2;4;4;4;1;1;4;4;"INTERES POR MOSTRARNOS LA IMPORTANCIA DE LA ASIGNATURA. ESTUVO DISPONIBLE AL MOMENTO DE CUALQUIER DUDA";;0;377;32;8;1;0;595;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FISICA"
668;4;-1,14;-1,22;121;-0,75;-0,87;"2,51";117;-0,22;-0,42;-2,04;-2,04;4;4;4;4;4;4;4;4;4;4;2;2;4;4;3;3;4;4;4;4;1;1;4;4;"LA MANERA EN LA QUE SE HACE ENTENDER, ES PRAGMATICO, HACE APUNTOS QUE EN NINGUN LIBRO U OBJETO ELECTRONICO SE PUEDEN ENCONTRAR";"DEL DOCENTE NINGUNA, DE LA ASIGNATURA, EL PLANTEAMIENTO ES SENCILLO CON LO QUE MUCHAS VECES SE PUEDE LLEVAR A CABO DE MANERA SIMPLISTA, PERO ESTE NO ES EL CASO";1;1487;32;6;1;0;595;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FISICA"
669;4;0,39;0,28;121;-0,75;-0,87;"2,51";117;-0,22;-0,42;-0,07;-0,25;4;4;4;4;1;3;4;4;4;3;1;1;4;2;1;1;4;4;4;4;1;2;4;3;;;1;1490;32;6;2;1;595;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FISICA"
670;4;1,33;1,20;121;-0,75;-0,87;"2,51";117;-0,22;-0,42;2,83;2,57;4;4;4;3;3;3;3;3;3;1;1;1;1;2;1;1;3;2;2;4;1;1;3;2;"PREPARACION DE TEMA Y ESFUERZO";"LOS TEMAS NO SON CLARON SIN EJEMPLOS";1;1511;32;9;2;0;595;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FISICA"
671;4;0,90;0,78;121;-0,75;-0,87;"2,51";117;-0,22;-0,42;1,00;0,79;4;4;4;4;1;4;4;4;2;3;1;1;4;1;1;1;1;3;3;2;1;1;3;3;"LA ORGANIZACIÓN . LA DISCUSION DE LOS TEMAS Y SU RELACION CON OTRAS MAS ALLA DE TERMODINAMICA. CLARIDAD";"SE RIFE POR UN SOLO TEMA";1;1522;32;10;3;1;595;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"FISICA"
672;4;0,25;0,16;79;0,48;0,37;"3,489";118;0,80;0,62;-0,21;-0,28;4;4;4;4;4;4;4;4;4;4;4;1;3;3;4;2;3;2;2;3;2;2;4;3;"REALIZA QUICES TODAS LAS CLASES QUE HACEN QUE UNO SIEMPRE ESTE PREPARADO PARA LA PRACTICA DE LABORATORIO";;0;366;32;6;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
673;5;-0,71;-0,24;79;0,48;0,37;"3,489";118;0,80;0,62;-1,53;-0,85;4;4;4;4;4;4;4;4;4;4;1;4;4;4;1;4;4;2;3;4;2;2;4;4;;;0;381;32;9;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
674;4;0,92;0,80;79;0,48;0,37;"3,489";118;0,80;0,62;-0,21;-0,32;4;4;4;3;3;4;4;4;4;4;3;3;3;3;2;2;3;1;1;3;2;2;4;3;"EL DOCENTE SABE DE QUÉ HABLA Y EXPLICA MUY BIEN LOS EXPERIMENTOS. SE HA APRENDIDO MUCHO";"LAS CONDICIONES DEL SALÓN NO SON LAS MAS FAVORABLES: LA HUMEDAD, CONEXIONES Y EL ESTADO DE LOS EQUIPOS DEJA BASTABTE QUE DESEAR";0;383;32;10;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
675;3;-0,30;-0,77;79;0,48;0,37;"3,489";118;0,80;0,62;-0,21;-0,92;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;4;2;2;3;2;2;4;3;;;1;1495;32;7;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
676;4;1,61;1,48;79;0,48;0,37;"3,489";118;0,80;0,62;0,66;0,50;4;3;4;3;3;3;2;4;4;3;3;1;3;4;3;4;1;2;2;3;2;2;3;3;;;1;1496;32;7;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
677;4;-1,27;-1,34;79;0,48;0,37;"3,489";118;0,80;0,62;-1,53;-1,50;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;2;3;4;2;2;4;4;"SABE SOBRE EL TEMA Y SE EXPLICA BIEN";;1;1496;32;7;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
678;4;0,01;-0,08;79;0,48;0,37;"3,489";118;0,80;0,62;-1,53;-1,48;4;4;4;4;4;4;4;4;4;4;2;4;4;4;2;2;2;3;4;4;2;2;4;4;;;1;1504;32;8;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
679;5;-0,49;-0,01;79;0,48;0,37;"3,489";118;0,80;0,62;-0,22;0,57;4;4;4;4;4;4;3;4;4;4;2;4;4;4;4;3;4;2;2;3;2;2;4;3;"MUY ORGANIZADO Y DA BUENAS EXPLICACIONES";"LOS IMPLEMENTOS";1;1505;32;8;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
680;3;0,68;0,18;79;0,48;0,37;"3,489";118;0,80;0,62;2,12;1,16;4;3;4;4;4;3;4;3;3;3;4;4;4;3;2;2;3;2;2;3;2;2;3;3;"EL PROFESOR ES UNA PERSONA QUE EXHIBE UN DOMINIO EXTRAORDINARIO DE LOS TEMAS QUE CONSTITUYEN LA ASIGNATURA";;1;1514;32;10;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
681;4;0,50;0,39;79;0,48;0,37;"3,489";118;0,80;0,62;1,82;1,60;4;4;4;4;4;4;4;4;4;2;2;3;4;4;2;2;2;2;3;4;2;2;3;2;;;1;1515;32;10;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
682;5;-1,85;-1,42;79;0,48;0,37;"3,489";118;0,80;0,62;-1,53;-0,83;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;3;4;2;2;4;4;;"LA CALIDAD Y CANTIDAD DE LOS EQUIPOS COMO EL ESTADO DE LAS FUENTES MULTIPLES Y DEMAS IMPLEMENTOS. ADEMAS DE LAS CONDICIONES DEL SALÓN COMO HUMEDAD DEL TECHO";1;1516;32;10;1;0;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
683;5;-0,01;0,50;79;0,48;0,37;"3,489";118;0,80;0,62;-0,20;0,56;4;4;4;4;4;4;3;3;4;4;4;3;3;3;3;4;4;2;2;4;2;2;4;4;"ENTIENDE EL FINACIAMIENTO DE TODOS LOS ELEMENTOS DEL LABORATORIO Y EXPLICA BIEN";;1;1520;32;10;2;1;596;1;0;1;"PLANTA";"18/8/1998 0:00:00";"ASOCIADO";"EXCLUSIVA";"FISICA"
684;4;-1,12;-1,02;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;-0,66;-0,65;3;3;3;3;3;4;4;3;4;4;1;4;3;4;4;4;4;3;3;4;2;2;3;3;;"VARIAS INASISTENCIAS";0;439;36;3;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
685;5;-0,69;0,07;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;0,13;1,16;3;3;2;4;4;4;3;3;3;4;1;4;3;4;3;3;2;4;4;4;2;2;3;3;;;0;449;36;5;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
686;4;0,02;0,11;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;1,17;1,09;3;3;4;3;3;3;2;3;3;2;2;3;2;2;3;2;3;3;2;3;2;1;3;3;"TIENE GRAN EXPERIENCIA EN EL TEMA";"A VECES LA EXPLICACION DEL TEMA NO ES MUY CLARA";1;1573;36;1;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
687;3;0,66;0,33;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;1,16;0,38;2;3;3;3;3;3;2;3;3;2;1;1;1;2;4;3;4;3;2;3;2;1;2;3;;;1;1579;36;3;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
688;4;-0,37;-0,29;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;-0,20;-0,22;3;3;4;4;4;3;3;2;4;4;1;2;2;2;3;3;4;3;3;4;2;2;3;3;;;1;1580;36;3;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
689;4;-2,84;-2,69;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;-0,13;-0,15;3;4;4;4;4;4;4;2;3;4;;4;4;4;4;4;4;3;3;4;2;2;4;4;"TIENE EXPERIENCIA EN EL TEMA Y LO COMPRENDE EN SU TEORIA Y PRACTICA";"MATERIAL COMPLEMENTARIO PODRIA CONTRIBUIR A UN MEJOR DESARROLLO DE LA CLASE";1;1580;36;3;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
690;4;-2,32;-2,21;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;-1,17;-1,15;3;4;4;4;4;4;4;2;4;4;4;4;2;4;4;3;4;3;3;3;2;2;4;4;"EXPLICA MUY BIEN CADA TEMA, CON BUENOS EJEMPLOS";"LAS PRESENTACIONES ESTAN EN DESORDEN";1;1580;36;3;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
691;4;-0,64;-0,55;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;1,72;1,60;3;3;4;4;4;3;3;2;3;2;1;3;3;2;4;2;4;3;4;4;2;1;3;3;"LA IDEA ES BUENA PERO A VECES HACE LOS TEMAS MUY PESADOS";"A VECES VA MUY RAPIDO";1;1594;36;5;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
692;4;-0,80;-0,70;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;-0,03;-0,06;3;3;4;4;4;4;3;3;4;3;1;2;3;3;3;3;4;3;3;4;2;2;3;3;;;1;1594;36;5;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
693;4;0,47;0,56;116;-1,88;-1,75;"2,57";20;-1,04;-1,11;1,18;1,08;2;3;3;3;3;3;2;3;4;2;1;3;2;2;4;1;3;2;2;4;2;2;3;2;;;1;1628;36;10;1;0;160;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
694;4;-1,88;-2,12;48;-0,25;-0,64;"3,277";28;-0,20;-0,75;-2,06;-2,22;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;2;2;4;4;"COMPROMETIDO CON EL ENTENDIMIENTO DE CADA UNO DE LOS TEMAS SOBRE CADA UNO DE LOS TEMAS VISTOS, Y LAS SALIDAS DE CAMPO SON FUNDAMENTALES PARA EL ENTENDIMIENTO DE ESTA, SI ES POSIBLE QUE HUBIERAN MAS.";;1;1576;36;2;1;0;201;1;0;1;"PLANTA";"29/7/1991 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
695;4;1,29;0,92;48;-0,25;-0,64;"3,277";28;-0,20;-0,75;1,83;1,34;3;3;3;3;3;3;2;3;3;2;3;2;3;3;3;3;3;2;3;4;2;1;3;3;"EXPERIENCIA Y CONOCIMIENTO";"FALTA DE ORGANIZACIÓN Y PUNTUALIDAD";1;2323;62;1;1;0;201;1;0;1;"PLANTA";"29/7/1991 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
696;5;-1,50;-1,22;48;-0,25;-0,64;"3,277";28;-0,20;-0,75;-2,04;-1,46;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;2;1;4;4;"PROMUEVE LA INVESTIGACION, TRABAJOS DE CAMPO Y TRABAJOS EN GRUPO";;1;2324;62;1;1;0;201;1;0;1;"PLANTA";"29/7/1991 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
697;5;0,35;0,66;48;-0,25;-0,64;"3,277";28;-0,20;-0,75;1,08;1,70;1;2;3;4;4;4;3;2;4;3;4;3;2;3;4;4;4;2;3;4;2;2;3;3;;;1;2325;62;2;1;0;201;1;0;1;"PLANTA";"29/7/1991 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
698;5;-0,89;-0,59;48;-0,25;-0,64;"3,277";28;-0,20;-0,75;-0,89;-0,27;4;4;4;4;3;4;3;4;4;4;3;4;4;4;4;4;4;3;4;4;2;1;3;3;"MUESTRA INTERES EN HACER QUE LOS ESTUDIANTES REALICEN EXPERIMENTOS ANALOGOS DE LOS DIFERENTES FENOMENOS DE DEFORMACION EN UNIDADES ROCOSAS";;1;2325;62;2;1;0;201;1;0;1;"PLANTA";"29/7/1991 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
699;4;-0,18;-0,52;48;-0,25;-0,64;"3,277";28;-0,20;-0,75;-0,85;-1,21;3;3;4;4;4;4;3;3;4;4;4;3;4;4;3;3;3;3;4;4;2;2;4;4;"DOMINIO DEL TEMA";"NINGUNA";1;2326;62;3;1;0;201;1;0;1;"PLANTA";"29/7/1991 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
700;5;3,30;3,58;48;-0,25;-0,64;"3,277";28;-0,20;-0,75;3,49;4,11;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;3;3;3;3;2;1;2;2;"CONOCIMIENTO DEL TEMA";"FALTA DE AGRADO POR ENSEÑAR";1;2327;62;3;1;0;201;1;0;1;"PLANTA";"29/7/1991 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
701;4;0,37;0,67;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;0,58;1,00;2;3;2;2;2;2;3;3;3;3;1;2;1;4;3;4;4;3;3;3;2;1;2;2;;"PREPARAR CLASES, NO HABIA CONTINUIDAD EN EL TEMA";0;483;36;15;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
702;3;1,51;1,40;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;0,57;0,26;3;3;1;1;1;1;2;3;4;2;1;1;1;4;4;1;4;3;3;4;2;1;1;2;"SU CONOCIMIENTO EN EL TEMA TRATADO";"SU POCA HABILIDAD PARA TRANSMITIR CONOCIMIENTO, EL TRATO CON LOS ESTUDIANTES, LA POCA PREPARACION DE LAS CLASES, NO PASO EL PROGRAMA NI EN FISICO NI EN CORREO SOLO LO MOSTRO Y SOBRE TODO SU POCO ENTUSIASMO POR LA ENSEÑANZA";1;1593;36;5;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
703;4;-1,73;-1,40;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;-0,75;-0,34;3;2;4;4;3;4;3;4;4;2;3;4;3;4;4;4;4;2;4;4;2;1;3;3;"TIENE UNA GRAN EXPERIENCIA Y CONOCIMIENTO EN EL TEMA, COMPARTE SUS EXPERIENCIAS LABORALES CON LA CLASE";"AVECES SE DESVIA DEL TEMA, Y NO TERMINA DE ESPLICAR EL TEMA CENTRAL POR HABLAR DE OTRAS COSAS CASI SEAN RELACIONADAS. NO NO HA TERMINADO DE EXPLICAR TODOS LOS REGISTROS, Y YA QUIERE QUE LOS SUBAMOS A UN SOFWARE Y TRABAJAR CON ELLOS. ESTAMOS PREPARADOS PAR";1;1600;36;6;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
704;2;1,08;0,38;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;2,04;0,78;3;4;3;1;1;1;1;3;3;1;1;1;;;2;3;4;1;3;4;2;1;1;1;"EXPLICAR BIEN LOS TEMAS, CON CLARIDAD Y CON UN ORDEN LOGICO. NO HAY CLARIDAD EN NADA, LOS TEMAS ESTAN DISPERSOS";"FALTAN HERRAMIENTAS DE TRABAJO, BIBLIOGRAFIA, EXPLICAR CON CALMA Y CONTINUIDAD. ENTUSIASMO DEL PROOFESOR";1;1613;36;8;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
705;3;1,72;1,58;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;2,02;1,69;3;1;1;2;1;1;1;3;3;1;1;1;1;4;3;3;3;3;3;3;2;1;1;1;;"NO PREPARA LA CLASE ORDENADAMENTE, NO ES CLARO CON SUS IDEAS";1;1614;36;8;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
706;3;-1,52;-1,60;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;-1,30;-1,53;3;4;3;2;4;4;3;4;4;3;2;2;4;4;4;4;4;3;1;3;2;2;3;3;"EXPERIENCIA EN EL CAMPO DE TRABAJO";"A VECES NO ES MUY CLARO EXPLICANDO";1;1614;36;8;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
707;4;1,04;1,33;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;0,26;0,65;2;3;2;1;3;1;1;3;4;1;1;2;1;3;3;4;3;1;1;2;2;1;1;3;;"SU MANERA DE EXPLICAR NO ES MUY CLARA, SE SALTA TEMAS, EN OCACIONES LOS OMITE. SE DEBERIA DEDICAR MAS TIEMPO A ACLARAR DUDAS SOBRE LA INTERPRETACION DE LOS REGISTROS. LOS DISEÑOS DE LOS PARCIALESSE SALE DE LA TEMATICA DE LA ASIGNATURA Y LOS TEMAS VISTOS";1;1615;36;8;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
