"Student";"SelfPerf";"stud_diff_prof_no_perf";"stud_diff_prof_perf";"Professor";"prof_no_perf";"prof_perf";"harmonic_mean";"Subject";"sub_no_perf";"sub_perf";"stud_diff_subj_no_perf";"stud_diff_subj_perf";"C_12";"C_13";"C_14";"C_15";"C_16";"C_17";"C_18";"C_19";"C_20";"C_21";"C_22";"C_23";"C_24";"C_25";"C_26";"C_27";"C_28";"C_29";"C_30";"C_31";"C_32";"C_33";"C_34";"C_35";"C_36_Strength";"c37_Weaknesses";"student_sex";"Id_Fingerprint";"Id_Carrer";"Number_Enrollment";"Number_Repetition";"Number_Lost";"Id_Course";"Group";"Shared";"professor_sex";"Vinculacion";"Fecha_Ingreso";"professor_cat";"professor_dedic";"Professor_Dept"
708;4;0,56;0,86;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;0,53;0,94;2;4;2;2;3;2;1;3;3;2;1;2;1;3;3;3;4;1;2;3;2;1;2;3;"TIENE MUCHA EXPERIENCIA EN CAMPO Y SE ENFOCA EN TEMAS DE INTERES LABORAL";"NO ES MUY CLARO EN LOS TEMAS QUE SE TRATAN, LO QUE NO FACILITA LA SOLUCION DE TRABAJOS Y TALLERES. ALGUNOS TEMAS NO SON EXPLICADOS Y EL LOS DA POR VISTO";1;1615;36;8;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
709;2;0,56;-0,19;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;0,55;-0,67;3;4;1;3;2;2;2;3;4;2;1;1;2;2;2;3;3;3;3;3;1;1;3;2;"SIEMPRE MOTIVARNOS A APRENDER A USAR LOS SOFWARE, QUE GENERALMENTE SE APLICAN EN EL AMBIENTE PROFESIONAL";"UN POCO DESORDENADO AL MOMENTO DE COMENZAR LOS DIFERENTES TIPOS DE TEMAS DESARROLLADOS EN CLASE";1;1626;36;10;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
710;2;-0,06;-0,79;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;0,35;-0,72;4;4;1;4;2;4;2;4;4;1;1;1;1;3;3;4;3;3;4;3;2;1;2;2;"PROCUARA QUE ESTEMOS CONTEXTUALIZADOS CON LOS SOFWARE QUE SE UTILIZAN, SE TIENE EJERCICIOS MUY PARECIDOS A LOS COTIDIANOS LABORALMENTE HA SIDO PUNTAL";"DEJA MUCHA PARTE DEL APRENDIZAJE A LA AUTONOMIA DEL ESTUDIANTE POR LO CUAL UNO SE CONFUNDE DEBERÍA PREPARAR MAS LAS CLASES, HACER MAS EJERCICIOS";1;1626;36;10;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
711;4;-0,29;-1,0e-03;124;-2,15;-1,76;"2,253";30;-1,85;-1,27;1,00;1,34;3;4;2;2;3;1;4;3;4;1;4;3;1;3;4;4;2;1;2;3;2;1;2;2;"EL PROFESOR ABORDO EL TEMA DESDE UN PUNTO DE VISTA MUY PRACTICO Y APLICABLE A LA VIDA LABORAL";"LA CLASE SE VUELVE MUY MONOTONA, AVECES ME SIENTO COMO UN ROBOT";1;1628;36;10;1;0;204;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
712;4;0,60;0,32;16;-0,73;-1,03;"2,845";38;-0,23;-0,66;-0,07;-0,43;2;3;3;3;4;4;3;4;4;3;1;1;3;4;3;4;3;3;3;3;2;2;3;3;;;0;454;36;6;1;0;302;1;0;1;"PLANTA";"20/2/2004 0:00:00";"ASISTENTE";"T C";"GEOLOGIA"
713;4;0,51;0,22;16;-0,73;-1,03;"2,845";38;-0,23;-0,66;-0,08;-0,38;3;3;3;4;2;3;4;3;4;3;1;2;3;4;3;4;3;2;4;4;2;2;3;4;;;1;1600;36;6;1;0;302;1;0;1;"PLANTA";"20/2/2004 0:00:00";"ASISTENTE";"T C";"GEOLOGIA"
714;5;0,48;0,87;16;-0,73;-1,03;"2,845";38;-0,23;-0,66;1,26;1,92;3;3;3;4;3;2;3;2;3;4;3;1;3;4;3;3;4;3;4;3;2;1;3;3;;;1;1604;36;6;2;1;302;1;0;1;"PLANTA";"20/2/2004 0:00:00";"ASISTENTE";"T C";"GEOLOGIA"
715;5;0,45;0,81;16;-0,73;-1,03;"2,845";38;-0,23;-0,66;0,62;1,38;3;4;2;3;4;3;2;3;4;3;1;4;3;4;2;3;3;3;3;3;2;1;4;3;;;1;1608;36;7;1;0;302;1;0;1;"PLANTA";"20/2/2004 0:00:00";"ASISTENTE";"T C";"GEOLOGIA"
716;5;-1,54;-1,16;16;-0,73;-1,03;"2,845";38;-0,23;-0,66;-2,07;-1,41;4;4;4;4;4;4;4;4;4;4;1;1;4;4;4;4;4;3;4;1;2;2;4;4;;;1;1608;36;7;1;0;302;1;0;1;"PLANTA";"20/2/2004 0:00:00";"ASISTENTE";"T C";"GEOLOGIA"
717;4;0,53;0,25;16;-0,73;-1,03;"2,845";38;-0,23;-0,66;0,98;0,62;4;3;4;3;4;3;3;4;2;3;1;1;3;4;2;3;3;3;3;3;2;1;3;3;;;1;1610;36;7;2;0;302;1;0;1;"PLANTA";"20/2/2004 0:00:00";"ASISTENTE";"T C";"GEOLOGIA"
718;4;0,30;0,18;75;-1,05;-1,17;"2,596";39;-0,81;-0,99;1,97;1,76;3;3;3;3;3;4;4;2;2;2;1;1;3;3;4;3;2;3;3;3;1;1;4;4;;;0;465;36;8;2;1;303;1;0;1;"PLANTA";"15/10/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
719;5;-0,33;0,19;75;-1,05;-1,17;"2,596";39;-0,81;-0,99;-2,42;-1,52;4;3;4;4;4;4;3;4;4;4;1;1;3;4;4;3;3;4;3;4;2;2;3;4;;;1;1608;36;7;1;0;303;1;0;1;"PLANTA";"15/10/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
720;4;0,28;0,16;75;-1,05;-1,17;"2,596";39;-0,81;-0,99;0,17;0,02;2;3;3;4;3;2;3;3;4;3;3;1;4;4;3;2;3;3;3;4;2;1;4;3;;;1;1610;36;7;2;0;303;1;0;1;"PLANTA";"15/10/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
721;4;0,73;0,61;75;-1,05;-1,17;"2,596";39;-0,81;-0,99;1,98;1,74;3;3;3;3;3;2;2;2;3;3;1;1;3;3;3;3;4;3;3;3;2;2;4;2;;;1;1610;36;7;2;0;303;1;0;1;"PLANTA";"15/10/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
722;4;0,49;0,36;75;-1,05;-1,17;"2,596";39;-0,81;-0,99;0,84;0,69;3;3;4;3;3;3;3;2;3;4;1;1;4;3;3;3;3;3;2;2;2;2;3;3;;;1;1615;36;8;1;0;303;1;0;1;"PLANTA";"15/10/1997 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
723;4;1,00;1,07;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;0,34;0,42;2;1;1;3;2;1;2;4;4;1;1;4;2;4;2;3;4;3;3;3;2;2;1;1;"DOMINA EL TEMA";"EL DOCENTE DEBERIA DICTAR LA ASIGNATURA Y NO QUE LOS ESTUDIANTES LA DICTEN, NO DEBE SER BASADA SOLO EN EXPOSICIONES.";0;463;36;8;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
724;4;1,70;1,74;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;0,32;0,41;3;3;1;1;1;1;1;4;4;1;2;4;1;2;4;1;3;2;3;3;2;2;1;1;"SABE DEL TEMA";"NO PREPARA CLASE Y NO ESTA DISPUESTO A ACLARAR TEMAS";0;463;36;8;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
725;4;0,01;0,10;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;-0,56;-0,36;3;3;3;3;3;3;2;3;3;3;1;4;2;3;3;3;3;3;3;3;2;1;3;3;"TOMA EN CUENTA LA OPINION DEL ALUMNO";"MEJORAR LA PREPARACION DE LA CLASE";0;463;36;8;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
726;4;-0,88;-0,78;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;-0,48;-0,31;4;3;2;3;4;3;4;4;3;3;3;3;3;2;4;3;4;3;4;4;2;2;3;2;;;0;463;36;8;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
727;4;0,94;1,01;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;0,33;0,47;1;2;2;1;4;2;1;3;4;2;1;3;2;4;4;2;4;3;4;4;2;1;1;1;;"LA PARCIALIDAD EN LA CALIFICACION Y EL NO EXPLICAR NI COMPLEMENTAR LOS TEMAS DE EXPOSICION";0;470;36;9;2;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
728;4;0,44;0,51;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;1,04;1,18;4;2;2;1;2;2;2;3;3;1;1;3;2;4;4;3;4;3;4;4;2;1;2;2;;;0;470;36;9;2;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
729;2;3,12;2,16;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;2,75;1,18;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;1;3;2;3;3;2;2;1;1;"UNA MATERIA MUY IMPORTANTE PARA EL DESARROLLO PROFESIONAL FALTA MUCHO REFUERZO";"EL DOCENTE NO MUESTRA INTERES, NO ENSEÑA, SE ENCUENTRA MUY DESACTUALIZADO.";1;1613;36;8;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
730;3;1,51;1,20;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;1,11;0,52;2;2;1;1;3;1;1;2;3;2;1;3;1;4;3;2;2;2;3;3;2;1;2;2;;;1;1614;36;8;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
731;4;0,72;0,82;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;-0,56;-0,37;2;4;1;3;2;2;2;4;4;2;1;2;1;4;3;2;4;3;3;4;2;1;2;2;;;1;1615;36;8;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
732;4;0,26;0,33;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;0,02;0,19;3;3;1;1;4;2;2;3;4;2;4;4;1;4;4;2;3;3;3;3;2;1;2;2;;;1;1615;36;8;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
733;4;0,95;1,03;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;1,02;1,15;3;2;1;2;3;2;2;3;3;1;1;4;1;4;3;4;1;3;3;4;2;2;2;2;;;1;1621;36;9;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
734;4;-0,74;-0,65;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;8,0e-03;0,17;2;4;4;3;3;3;2;3;4;2;2;3;3;3;4;4;4;3;3;3;2;1;3;2;;;1;1621;36;9;1;1;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
735;3;1,32;1,01;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;1,51;0,95;1;1;1;3;3;1;2;3;3;1;1;3;2;2;3;3;3;3;3;3;2;2;1;1;;"SER MAS ORGANIZADO Y COMPROMETIDO CON LA ASIGNATURA. RESPETAR LOS HORARIOS Y FECHAS ESTABLECIDAS";1;1627;36;10;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
736;3;-0,94;-1,23;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;0,44;-0,04;3;4;1;4;4;2;2;4;3;2;4;4;4;4;4;1;4;3;3;4;2;2;2;1;;;1;1627;36;10;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
737;4;-0,63;-0,54;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;1,08;1,20;2;3;1;4;4;2;2;4;3;1;4;4;3;4;4;3;4;3;4;3;2;2;2;1;;;1;1628;36;10;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
738;3;1,43;1,09;116;-1,88;-1,75;"2,57";40;-2,55;-2,32;-0,12;-0,56;2;1;1;3;2;1;2;4;4;1;1;3;2;4;3;2;1;2;2;3;2;1;1;2;;"NO PREPARA CLASE, NO HACE EJERCICIOS EN CLASE, NO HUBO PRACTICAS";1;1637;36;12;1;0;306;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
739;4;-0,79;-0,80;61;0,04;0,04;"3,465";41;-0,32;-0,34;0,70;0,63;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;2;4;2;2;4;2;2;3;3;"ES COMPRENSIVO , SE PUEDE ENCONTRAR CON FACILIDAD, MUESTRA INTERES";"LOS MICROSCOPIOS NO ESTÁN EN CONDICIONES OPTIMAS";0;477;36;11;1;0;307;1;0;1;"PLANTA";"4/8/2003 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
740;4;0,62;0,59;61;0,04;0,04;"3,465";41;-0,32;-0,34;1,07;1,02;3;3;3;4;3;4;3;3;4;2;3;4;3;4;4;3;3;4;4;3;2;1;3;3;"SE ENCARGA DE QUE TODO QUEDE MUY CLARO";"SER UN POCO MÁS EXIGENTE";1;1628;36;10;1;0;307;1;0;1;"PLANTA";"4/8/2003 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
741;4;0,50;0,47;61;0,04;0,04;"3,465";41;-0,32;-0,34;0,34;0,31;3;4;2;4;3;3;3;4;4;2;4;4;3;4;4;4;2;3;2;3;2;1;3;3;"PROMUEVE EL AUTODIDACTISMO Y LA INVESTIGACIÓN";"FALTA MAS GUÍA DEL CONTENIDO POR PARTE DEL PROFESOR";1;1635;36;11;1;0;307;1;0;1;"PLANTA";"4/8/2003 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
742;4;8,0e-03;-0,01;61;0,04;0,04;"3,465";41;-0,32;-0,34;0,55;0,52;4;4;3;3;2;4;4;3;4;3;4;4;3;4;4;4;3;3;2;4;2;2;3;3;;;1;1638;36;12;1;0;307;1;0;1;"PLANTA";"4/8/2003 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
743;4;0,32;0,28;61;0,04;0,04;"3,465";41;-0,32;-0,34;0,59;0,53;3;4;4;4;3;4;3;4;3;3;4;4;3;3;4;3;3;2;2;3;2;1;3;3;"EL PROFESOR TIENE MUCHA EXPERIENCIA Y ES UNA PERSONA RESPETUOSA Y PRESENTA INTERES POR LOS ALUMNOS Y SUS INQUIETUDES";"EL SALON TIENE MUCHO RUIDO DE LA CALLE 26 Y LAS SILLAS SON MUY INCOMODAS";1;2323;62;1;1;0;307;1;0;1;"PLANTA";"4/8/2003 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
744;4;-0,58;-0,59;61;0,04;0,04;"3,465";41;-0,32;-0,34;-2,11;-2,00;4;3;3;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;1;1;4;4;"LA OPORTUNIDAD DE APRENDER SOBRE TÉCNICAS DE MICROTERMOMETRÍA QUE SON IMPORTANTES PARA EL DESARROLLO PROFESIONAL";"LA ASIGNATURA REALMENTE NO DEBERÍA LLAMARSE GEOLOGÍA ECONOMICA APLICADA SINO MICROTERMOMETRÍA O INCLUSIONES FLUIDAS";1;2326;62;3;1;0;307;1;0;1;"PLANTA";"4/8/2003 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
745;4;-0,16;-0,16;55;0,99;1,00;"3,672";42;0,57;0,56;-1,63;-1,54;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;1;4;2;2;4;4;"DEDICACION A LA ENSEÑANZA, QUIERE DEJAR UN LEGADO DE CONOCIMIENTO";"NO INFORMA OPORTUNAMENTE LAS ACTIVIDADES CORRESPONDIENTES QUE CORRESPONDA HACER EN LA ASIGNATURA DE FORMA QUE SE ASEGURE RECIBIR LA INFORMACION";0;433;36;1;1;0;311;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"CATEDRA";"GEOLOGIA"
746;4;0,06;0,05;55;0,99;1,00;"3,672";42;0,57;0,56;1,27;1,20;4;4;4;4;4;4;4;3;3;3;3;4;4;4;3;3;3;3;3;4;2;2;4;4;"COMPROMISO CON LA DOCENCIA Y EL DESARROLLO DE PENSAMIENTO CRITICO EN LOS ESTUDIANTES. BUENAS HABILIDADES DE TRABAJO EN CAMPO";"PODRIA REALIZARSE MAS ACTIVIDADES LUDICAS EN CLASE";0;467;36;9;1;0;311;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"CATEDRA";"GEOLOGIA"
747;4;0,23;0,20;55;0,99;1,00;"3,672";42;0,57;0,56;0,50;0,47;4;4;3;4;1;4;4;4;4;3;4;4;3;4;4;4;4;3;2;3;2;2;3;3;;;0;472;36;10;1;0;311;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"CATEDRA";"GEOLOGIA"
748;5;-1,55;-1,10;55;0,99;1,00;"3,672";42;0,57;0,56;-0,40;0,51;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;3;4;2;1;4;4;"GRAN EXPERIENCIA Y CONOCIMIENTO";;0;473;36;10;1;0;311;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"CATEDRA";"GEOLOGIA"
749;4;-0,55;-0,52;55;0,99;1,00;"3,672";42;0,57;0,56;-0,38;-0,39;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;3;3;3;3;2;2;4;4;;;1;1615;36;8;1;0;311;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"CATEDRA";"GEOLOGIA"
750;3;1,10;0,70;55;0,99;1,00;"3,672";42;0,57;0,56;1,25;0,53;4;4;1;3;4;4;2;4;3;3;4;4;3;3;4;3;4;3;3;3;2;2;3;3;;;1;1620;36;9;1;0;311;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"CATEDRA";"GEOLOGIA"
751;4;0,27;0,26;55;0,99;1,00;"3,672";42;0,57;0,56;-0,38;-0,37;4;4;2;4;1;4;3;3;4;4;4;4;3;4;4;4;4;1;1;3;2;2;4;4;"CONOCE MUY BIEN EL TEMA , TIENE MUCHA EXPERIENCIA";;1;1621;36;9;1;0;311;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"CATEDRA";"GEOLOGIA"
752;4;0,71;0,69;55;0,99;1,00;"3,672";42;0,57;0,56;-0,39;-0,37;4;4;3;3;2;4;4;4;4;3;4;3;3;4;4;3;4;3;3;4;2;2;4;4;"DINAMISMO Y VITALIDAD";;1;1628;36;10;1;0;311;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"CATEDRA";"GEOLOGIA"
753;4;-1,56;-1,50;55;0,99;1,00;"3,672";42;0,57;0,56;-1,61;-1,50;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;4;4;"SU MANEJO DEL TEMA Y SU PASION POR EL MISMO";;1;1638;36;12;1;0;311;1;0;1;"PLANTA";"24/1/1994 0:00:00";"ASOCIADO";"CATEDRA";"GEOLOGIA"
754;5;2,10;2,48;123;0,07;-0,23;"3,287";45;-0,28;-0,72;1,75;2,51;2;3;3;3;1;2;2;3;3;2;3;2;3;2;3;3;3;3;2;2;2;2;3;3;;;0;76;5;8;1;0;321;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
755;3;0,93;0,25;123;0,07;-0,23;"3,287";45;-0,28;-0,72;2,26;1,18;2;4;4;3;3;4;2;2;2;3;1;4;3;3;4;4;3;3;4;4;2;2;3;3;;;0;350;32;3;1;0;321;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
756;5;-1,08;-0,72;123;0,07;-0,23;"3,287";45;-0,28;-0,72;-0,99;-0,25;4;4;4;4;3;4;4;4;4;3;1;4;4;4;4;4;4;3;3;4;2;2;4;4;;;0;563;40;5;1;0;321;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
757;5;-2,12;-1,76;123;0,07;-0,23;"3,287";45;-0,28;-0,72;-2,11;-1,43;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;4;2;2;4;4;;;1;1773;40;4;1;0;321;1;0;1;"OCASIONAL";"1/1/2015 0:00:00";"OCASIONAL";"CATEDRA";"GEOLOGIA"
758;4;0,63;0,53;104;0,53;0,46;"3,507";50;-0,15;-0,27;-2,00;-1,97;3;4;4;4;3;4;4;4;4;4;2;2;4;3;4;3;3;4;4;4;2;2;4;4;"DISPOSICION SIEMPRE. BUENA ACTITUD. USO DE DIFERENTES PROGRAMAS";;0;459;36;7;1;0;344;1;0;0;"PLANTA";"20/2/2004 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
759;4;-0,24;-0,30;104;0,53;0,46;"3,507";50;-0,15;-0,27;2,35;2,16;4;4;4;3;4;4;3;3;2;2;4;3;4;4;4;4;3;4;4;4;2;2;4;3;"ES ORDENADA, CLARA Y EL PROGRAMA TIENE EN DESARROLLO CORRECTO LAS FECHAS ESTABLECIDAS";;0;459;36;7;1;0;344;1;0;0;"PLANTA";"20/2/2004 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
760;4;-0,48;-0,53;104;0,53;0,46;"3,507";50;-0,15;-0,27;1,21;1,02;4;4;4;4;4;4;4;2;3;3;2;3;4;3;4;4;4;3;3;4;2;1;4;4;"SIEMPRE ESTA ATENTA A RECIBIR PREGUNTAS, ES CLARA Y COMPROMETIDA CON TODAS LAS ACTIVIDADES ACADEMICAS";;0;459;36;7;1;0;344;1;0;0;"PLANTA";"20/2/2004 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
761;5;-0,89;-0,37;104;0,53;0,46;"3,507";50;-0,15;-0,27;-2,02;-1,22;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;3;3;4;2;2;4;4;"CUMPLIDA,HACEENTENDER MUY BIEN CADA TEMA QUE EXPONE, PREPARA CADA CLASE";"-";0;460;36;7;1;0;344;1;0;0;"PLANTA";"20/2/2004 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
762;4;-0,48;-0,54;104;0,53;0,46;"3,507";50;-0,15;-0,27;-0,84;-0,90;4;4;4;4;4;4;4;4;4;4;3;2;4;3;4;4;4;3;3;4;1;2;4;3;;;0;467;36;9;1;0;344;1;0;0;"PLANTA";"20/2/2004 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
763;4;-1,32;-1,33;104;0,53;0,46;"3,507";50;-0,15;-0,27;-0,82;-0,91;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;2;4;4;2;2;4;4;"BASTANTE PREPARACION DE LOS TEMAS Y ESFUERZO POR QUE SEAN COMPRENDIDOS. PROMUEVE EL USO DE PROGRAMAS, BASES DE DATOS Y ANALISIS";"EN GENERAL LOS EQUIPOS DEL SALON NO SE ENCUENTRAN EN EL MEJOR ESTADO, NO TODOS TIENEN LICENCIAS DE LOS PROGRAMAS NECESARIOS NI CONEXIÓN A INTERNET";0;801;62;1;1;0;344;1;0;0;"PLANTA";"20/2/2004 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
764;4;0,90;0,81;104;0,53;0,46;"3,507";50;-0,15;-0,27;2,37;2,14;4;4;4;3;2;4;3;2;2;3;2;2;3;3;4;3;4;4;4;4;2;2;4;3;"EXPERIENCIA PROFESIONAL, DOMINIO DE LA TEMATICA";"FALTA UN MEJOR ENFOQUE A LOS CONCEPTOS OCEANOLOGICOS";1;1607;36;7;1;0;344;1;0;0;"PLANTA";"20/2/2004 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
765;4;0,95;0,87;104;0,53;0,46;"3,507";50;-0,15;-0,27;1,34;1,18;4;4;4;3;3;3;4;3;3;3;2;2;3;2;4;4;4;3;3;4;2;2;3;3;"EL ORDEN EN LAS CLASES PARA LA REALIZACION COMPLETA DE LA ASIGNATURA";"-";1;1607;36;7;1;0;344;1;0;0;"PLANTA";"20/2/2004 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
766;4;0,24;0,17;104;0,53;0,46;"3,507";50;-0,15;-0,27;-0,85;-0,90;4;4;4;4;2;4;4;3;4;4;2;2;4;3;4;3;4;3;3;4;2;2;4;4;"PREPARA CON ANTERIORIDAD LOS TEMAS Y EXPLICA DE UNA MANERA MUY ORDENADA. LAS HERRAMIENTAS (PRESENTACIONES) QUE UTILIZA PARA EXPLICAR LOS TEMAS ESTANMUY BIEN HECHOS";"NINGUNA";1;1607;36;7;1;0;344;1;0;0;"PLANTA";"20/2/2004 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
767;4;-1,76;-1,72;90;0,65;0,60;"3,452";57;0,59;0,45;-1,64;-1,57;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;2;2;4;4;"LA CANTIDAD DE HORAS DE PRACTICA EN ELLABORATORIO, EL CONOCIMIENTO Y HABILIDADES DE ENSEÑANZA DEL MAESTRO SU INCENTIVO POR LA INVESTIGACION Y EXPLICACIONES CLARAS ASI COMO LAS ACTIVIDADES PROPUESTAS";"SERIA MUY BUENO QUE HUBIESE POSIBILIDAD DE REALIZAR UNA SALIDA, PREPARACION DE MUESTRAS Y MAS CLASES ENTRE SEMANA :)";0;467;36;9;1;0;391;1;0;1;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
768;4;-1,22;-1,21;90;0,65;0,60;"3,452";57;0,59;0,45;-1,61;-1,59;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;2;1;4;4;"CONOCIMIENTO Y COMPROMISO DEL DOCENTE";;0;802;62;3;1;0;391;1;0;1;"PLANTA";"1/8/2005 0:00:00";"ASOCIADO";"EXCLUSIVA";"GEOLOGIA"
